URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-actobservation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.178",CPEACTObservationVS,CPE - ACT Observation,"Conjunto de valores ACTObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-actresult-vs,1.0.0,active,"2.16.620.1.101.10.4.6.179",CPEACTResultVS,CPE - ACT Result,"Conjunto de valores ACTResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-apgar-score-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.115",CPEApgarScoreObservationVS,CPE - Apgar Score Observation,"Conjunto de valores ApgarScoreObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-apgar-score-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.116",CPEApgarScoreResultVS,CPE - Apgar Score Result,"Conjunto de valores ApgarScoreResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-apvuscale-vs,1.0.0,active,"2.16.620.1.101.10.4.6.117",CPEAPVUScaleVS,CPE - AVPU Scale,"Conjunto de valores APVUScale (CPE v2.0.0).",,"SCT"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-asascale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.180",CPEASAScaleResultVS,CPE - ASA Scale Result,"Conjunto de valores ASAScaleResult (CPE v2.0.0).",,"SCT"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-auditcobservation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.120",CPEAUDITCObservationVS,CPE - AUDIT-C Observation,"Conjunto de valores AUDITCObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-auditcresult-vs,1.0.0,active,"2.16.620.1.101.10.4.6.121",CPEAUDITCResultVS,CPE - AUDIT-C Result,"Conjunto de valores AUDITCResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-auditobservation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.118",CPEAUDITObservationVS,CPE - AUDIT Observation,"Conjunto de valores AUDITObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-auditresult-vs,1.0.0,active,"2.16.620.1.101.10.4.6.119",CPEAUDITResultVS,CPE - AUDIT Result,"Conjunto de valores AUDITResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-barthel-index-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.122",CPEBarthelIndexObservationVS,CPE - Barthel Index Observation,"Conjunto de valores BarthelIndexObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-barthel-index-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.123",CPEBarthelIndexResultVS,CPE - Barthel Index Result,"Conjunto de valores BarthelIndexResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-berlin-questionnaire-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.181",CPEBerlinQuestionnaireObservationVS,CPE - Berlin QuestionnaireObservation,"Conjunto de valores BerlinQuestionnaireObservation (CPE v2.0.0).",,"LOINC"
